Data,Polaridade,Paul Ekman,Tweets Limpos
2/20/2021,neutro,neutro,AÃxad falta ar
2/20/2021,negativo,medo,Acordar c falta ar Ã assustador N recomendo
2/20/2021,neutro,neutro,Acordei falta ar covid  transmito ainda sintomas
2/20/2021,neutro,surpresa,Caralho falta ar o grande tava quase vendo luz fim nel
2/20/2021,neutro,neutro,conseguir dormir cedo acordar madrugada falta ar x8dx8dx8d
2/20/2021,negativo,tristeza,munta falta ar pqp x8fu200¸x8f
2/20/2021,neutro,felicidade,dei pulo corpo inteiro  formigando morrendo falta ar KKKKKKKKKK Ã cada frescura
2/20/2021,neutro,neutro,devia ta dormindo descansando falta ar olhou mim disse vocÃ  vai dormir aceitei ver live
2/20/2021,neutro,surpresa,digo fiquei falta ar nnTodo mundo TA COMENDO DIREITO
2/20/2021,negativo,tristeza,muita falta ar Nessas horas vejo quanto Ã ruim  poder ir nto socorro
2/20/2021,negativo,raiva,odeio sentir falta ar porraaaaaaaaa
2/20/2021,neutro,neutro,podia simplesmente continuar dormindo alÃm acordar acordei falta ar
2/20/2021,neutro,neutro,to mt falta ar man nao quero preocupar mae
2/20/2021,negativo,neutro,falta ar crl  foda p dormir
2/20/2021,negativo,raiva,falta ar crl
2/20/2021,negativo,medo,falta ar krl vomorre
2/20/2021,negativo,raiva,falta ar krlh
2/20/2021,negativo,raiva,Falta ar fim dormir  foda x8fu200¸x8f
2/20/2021,neutro,neutro,Falta ar  aÃxad nÃ
2/20/2021,neutro,neutro,Falta ar
2/20/2021,negativo,tristeza,mds novo falta ar  aguento irmÃo
2/20/2021,neutro,neutro,deitei falta ar veio
2/20/2021,neutro,neutro,  doendo abessa a falta ar es dando
2/20/2021,neutro,neutro,pressao caiu quase desmaiei to cm falta ar ir  medico âx9x9d tweetar â…â…
2/20/2021,neutro,neutro,Muita falta ar
2/20/2021,neutro,neutro,nao consigo deitar barriga cima falta ar
2/20/2021,negativo,medo,quase 4 to surtando to falta ar ta doendo peito to jogando poe uÃ mano vo surta
2/20/2021,negativo,tristeza,falta ar cÃo •
2/20/2021,negativo,surpresa,falta ar manhÃ «
2/20/2021,neutro,neutro,queria ter ido Kelson acho peguei Covid  cm muita falta ar•
2/20/2021,negativo,neutro,badou S lascou falta ar
2/20/2021,neutro,neutro,ta dando falta ar novk
2/20/2021,negativo,neutro, difÃxadcil conseguir dormir muita falta ar
2/20/2021,negativo,raiva, foda p dormir falta ar crlh U0001f97a
2/20/2021,negativo,medo, dando falta ar mds vou morre
2/20/2021,neutro,neutro, MUITA falta ar
2/20/2021,negativo,neutro, falta ar surreal «
2/20/2021,negativo,neutro,Tento todos jeitos dormir fica dando teno crlh falta ar
2/20/2021,neutro,neutro,To febre morrendo falta ar
2/20/2021,neutro,neutro,hora falta ar «
2/20/2021,neutro,neutro,HR dando falta ar ’
2/20/2021,neutro,neutro,Well Juliana chamase febre
2/20/2021,neutro,raiva,Falar agir  febre Fala rio
2/20/2021,neutro,felicidade,remÃdio kkkkk vez  remÃdios gripe febre derrubavam sdds
2/20/2021,neutro,neutro,Senti dor  febre
2/20/2021,negativo,neutro,Sim mesma Rafinha derrubou horrores  lembro ter sentindo o mal sen httpstcobgRT197JQm
2/20/2021,neutro,neutro,febre cara
2/20/2021,neutro,neutro,ksjsjajakaggjak primeiro perguntando tava febre pq tava quente segundo Ã sinto
2/20/2021,neutro,neutro,to dor  dor olbo febre
2/20/2021,neutro,neutro,386 febre nBOM DIAA
2/20/2021,neutro,neutro,Ã‰ resfriado Ã febre Ã dor costas
2/20/2021,negativo,tristeza,aÃxad vÃi ainda  dormi  bebinha sono cheia dor febre Ã foda ”
2/20/2021,neutro,neutro,acho  febre felipe  todo destapado  quer cobertor  aqui tremendo frio
2/20/2021,neutro,surpresa,Acordei assustada mÃo pai testa vendo febrenEle deve fazer 3 semanâ httpstcoIjZmNQGFxI
2/20/2021,neutro,neutro,Acordei garganta inflamaxadssima cheia febre
2/20/2021,neutro,felicidade,Acordei febre dor  angustiada dnv hoje Ã aniverrio mÃe quero dia perfeito
2/20/2021,negativo,tristeza,Acordei febre ficar longe mÃe fico doi rÃpido U0001f97a
2/20/2021,neutro,neutro,ardendo febre 388ÂC fiz aÃxad tomei banho quente pq frio
2/20/2021,neutro,tristeza,Bem legal acordar 39 febre
2/20/2021,neutro,neutro,Bom dia acordou febreâx8f
2/20/2021,negativo,neutro,Bom dia noite sono merda acordando hora hora 38Â febre
2/20/2021,neutro,neutro,Cada sonho tido acho Ã alucinaÃÃo febre pqp
2/20/2021,neutro,neutro,noite febre luta novamente nBom dia â¸x8fâ¸x8f
2/20/2021,negativo,neutro,Deveria ser crime ir trabalha chuva queimando febre
2/20/2021,neutro,neutro,febre
2/20/2021,neutro,medo,Espero  ter febre hoje porque  quero voltar hospital kk
2/20/2021,negativo,neutro,noite pÃssima n dormi nada Maria chorando noite toda febre exausta
2/20/2021,negativo,surpresa,n acredito q  febre mano ••
2/20/2021,neutro,neutro,resfriada dor  dor garganta Arthur febre comeÃando resfriado show
2/20/2021,neutro,neutro,to febre assim pai quer qje va dentista nao medico
2/20/2021,neutro,neutro,Febre madrugada check â…
2/20/2021,neutro,neutro,Febre emocional covid Eis queso
2/20/2021,neutro,neutro,Febre voltando ’’
2/20/2021,neutro,neutro,Gabriel Diego ontem saÃxadram casa 00h trazer sopinha tomar junto LimÃo melhorar febre U0001f97a
2/20/2021,negativo,neutro,Mta febre enxaqueca ainda ’U0001f92f
2/20/2021,neutro,neutro,Passei madrugada toda acordado vigiando Wendell c febre tosse x8fu200‚¸x8fU0001f97a
2/20/2021,neutro,neutro,Passei noite claro pouco febre resfriado daqui pouco faz 1 mÃs x8f¿u200¸x8f
2/20/2021,negativo,raiva, Ã gente ficar indignada MÃe preciso atendimento febre noite toda  quisemos ocuparâ httpstcoT71ggDYY0i
2/20/2021,neutro,neutro,Sim hoje meia noite Ã s seis meia tentei dormir   pesada doendo acordei febrâ httpstcoG0XmE88jaK
2/20/2021,neutro,neutro, ardendo febre curar remÃdio casa descobri aqui  Rivotril zolpidem ritalinaâ httpstcoVgapKX2xbc
2/20/2021,negativo,raiva, puta febre saco
2/20/2021,neutro,neutro,febre noite inteira ainda queimando febre melhorar perdi sono acorda tomar remÃdio
2/20/2021,negativo,medo,to queimando febre 389 vou morrer
2/20/2021,negativo,neutro,Ãtimo dia p acordar 372ÂC febre nÃ
2/20/2021,negativo,neutro,vo acorda febre amanha ctz
2/21/2021,neutro,medo,Manu  Dando Febre Novo u200¸x8f
2/21/2021,neutro,neutro,hsvdjdhsjshsj anjonfica  atenta dor  febre
2/21/2021,neutro,neutro,Siga conselhos FicaemCasa a febre aumentar MUITA SORTE vais precisar
2/21/2021,negativo,neutro,Corona vÃxadrus variante COVID febre amarelanResumindo tudo vamo  sempre bosta muitoooo tempo ainda Trago apenas verdades
2/21/2021,neutro,surpresa,ta todo mundo gripado febre diabo eh
2/21/2021,positivo,neutro,Migo ontem dei complicada desmaiei febre calafrio meio tenso hoje â httpstcoh5HcjpJEQN
2/21/2021,neutro,neutro,pensei a q tava febre
2/21/2021,neutro,neutro,esposa teste 1 sentir nada Passou  3 meses peguei elaâ httpstcoDsy7eoiEIE
2/21/2021,neutro,neutro,Acho to doente msm ontem tava sentindo febre dormir ai acordei hj to tudo fudido httpstcoAnSaOR0YiG
2/21/2021,positivo,neutro,BAIXOU FEBREndepois noite inteira queimando febre enfim baixou vou poder dormir
2/21/2021,neutro,neutro,Bom dia dormiu tanta dor  • febre U0001f975
2/21/2021,neutro,neutro,quase dormi KkkkkkknNervosismo  39 febre
2/21/2021,neutro,tristeza,febre JoÃo  passa
2/21/2021,negativo,neutro, dia paz  acorde madrugada meio sono febre alguma outra coisa
2/21/2021,negativo,neutro,nao aguento ter febre
2/21/2021,negativo,neutro,hospital tomei Benzetacil a   adiantou nada  vomitando febre aumentando „
2/21/2021,negativo,raiva,IVERMECTINA CURA COVID PAREM MATARnontem UPA falta ar tosse febre muita dor corpoâ httpstco9wkGxbJ78l
2/21/2021,neutro,neutro,hoje vou ficar doentennEu vou beber cerveja assistindo MengÃo 40 febre
2/21/2021,negativo,raiva,dia acordando febre garganta ruim vai fude
2/21/2021,neutro,neutro,corpo  quente serase  febre
2/21/2021,negativo,tristeza,bom acorda es febre dor  x8fu200‚¸x8f pqp
2/21/2021,neutro,tristeza,pedido hoje Ã dor febre Samuel passe todinha p mim  suporto ver assim
2/21/2021,neutro,neutro,Passei mal madrugada toda ainda febre ainda tava sozinha casa u200¸x8f
2/21/2021,negativo,neutro, pq quero sair hoje Acordei queimando febre Ã dor corpo
2/21/2021,neutro,neutro, alguma coisa pescoÃo  deixando febre xad  quero tomar remÃdio
2/21/2021,neutro,neutro, febre AEEEEEEnn consegui dormir noite toda aeeee
2/21/2021,neutro,neutro,To 395 febre to andando nada acontecido
2/21/2021,neutro,neutro,to queimando febre «
2/21/2021,negativo,medo,To sentindo frio  botei termÃmetro to 33 âfebreâx9d to comeÃando preocupa kk
2/21/2021,neutro,neutro,Trabalhar febre garganta inflamada vai ser Brano
2/21/2021,positivo,felicidade,coisa boa tambÃm Ã febre passou tomara  volte tava medo 
2/21/2021,neutro,neutro,vamo la acordei 3 dia seguido febre irra”””
2/21/2021,negativo,raiva,vsfd odeio acordar febre
2/21/2021,neutro,neutro,Dores  frio febre enjoos dores garganta melhor Ã dor fica xadtio vacinaâ httpstcoIfF1ZhsW9P
2/21/2021,negativo,neutro,parar colocar camisinha perco teonnUsar mÃscara teÃÃo faz ter falta arnnCada vezâ httpstcoMrx43T3Rlv
2/21/2021,neutro,tristeza,to cansaxadssima falta ar olha hora ainda nao dormi
2/21/2021,neutro,surpresa,nada  disparado tremendo toda morrendo falta ar vontade vomitar boa noite
2/21/2021,negativo,tristeza,lÃ Hospital  p medir saturaÃÃo Ã tudo mente falta ar
2/21/2021,negativo,raiva,HOJE CRISE ANSIEDADE FUDIDA LITERALMENTE BATI  PAREDE MÃE  PODE DAR LUXOâ httpstcoYwsAZeoa27
2/21/2021,neutro,medo, desparrou tanto a falta ar •
2/21/2021,negativo,raiva, tanta raiva q  a passando mal tremedeira falta ar desgraÃa
2/21/2021,neutro,neutro,Falta Ar Tem
2/21/2021,negativo,neutro,Falta ar poha
2/21/2021,neutro,neutro,Oi eno demorei 10 dias voltar dois falta ar persistiu pouco nMelhoras
2/21/2021,neutro,neutro,6 manhÃ sigo aqui acordada falta ar
2/21/2021,positivo,neutro,aÃxad gente comecei sentir falta ar achei q ia morrer ainda bem q passou
2/21/2021,negativo,neutro,acordei  falta ar terrÃxadvel
2/21/2021,negativo,neutro,acordei cm falta ar bom dia qm
2/21/2021,negativo,neutro,acordei falta ar slc morrer Ã bom nada
2/21/2021,negativo,raiva,Acordei olhos cheios lÃgrimas falta ar caralho Ãdio
2/21/2021,neutro,neutro,Acordei tanta falta ar to a vendo estrela
2/21/2021,neutro,neutro,Acordei parece q pulmao esquerdo 1 tonelada cima falta ar httpstcoq31GEaMbtg
2/21/2021,negativo,raiva,comecei ter falta ar nadatmnc
2/21/2021,negativo,neutro,falta ar acaba cmg
2/21/2021,negativo,neutro,resfriado ta foda  consigo dormi to falta ar
2/21/2021,neutro,neutro,muita falta ar
2/21/2021,neutro,neutro,falta ar hora denise
2/21/2021,negativo,raiva,Falta ar porra
2/21/2021,neutro,surpresa,falta ar nada
2/21/2021,neutro,neutro,Falta ar cÃlica juntas ”›
2/21/2021,negativo,raiva,falta ar hora vtnc
2/21/2021,negativo,neutro,falta ar fudida
2/21/2021,neutro,neutro,Falta ar OK
2/21/2021,negativo,tristeza, sentir falta ar U0001f97a
2/21/2021,negativo,neutro,Inferno falta ar”
2/21/2021,neutro,neutro,mÃ falta ar dor peito
2/21/2021,negativo,neutro,deus acordei falta ar insuporvel pessoa lado cama
2/21/2021,negativo,neutro,muita falta ar U0001f92f
2/21/2021,neutro,tristeza,  conseguindo dormir maneira nenhuma falta ar mereÃo  plantei 
2/21/2021,neutro,medo,momento achei hoje ia morrer falta ar
2/21/2021,negativo,raiva,puta q pariu q falta ar caralho
2/21/2021,neutro,surpresa,Q falta ar normal
2/21/2021,negativo,tristeza,quase morri falta ar hoje aiai covid obrigada sequelas x9d
2/21/2021,negativo,neutro,falta ar praga
2/21/2021,neutro,neutro,falta ar «
2/21/2021,neutro,tristeza, queria dormir falta ar  deixa
2/21/2021,negativo,tristeza, chorandon falta arn desgraÃa deus
2/21/2021,neutro,neutro,To cm falta ar Ã ansiedade
2/21/2021,negativo,neutro,to falta ar 
2/21/2021,negativo,raiva,toda hr fico c falta ar puta pariu
2/21/2021,negativo,raiva,falta ar crl valeu Enel mimo
2/21/2021,neutro,surpresa,Aqui lembrando surto COVID lÃ parte famÃxadlia Pernambuco chocou Ã priâ httpstco8KZmEMH2Yq
2/21/2021,negativo,raiva,ignorante vc quer q faÃa oq segure tosse exploda
2/21/2021,neutro,neutro,deus uc pisca gente tosse nÃ
2/21/2021,neutro,neutro,puta crise tosse pÃnico  ser duas matina  nÃ
2/21/2021,positivo,neutro,dor garganta tosse seca vamos participar missa comeÃar semana bem Deus abee nova semana
2/21/2021,neutro,neutro,Esperava dormir quase morri crise tosse alearia obrigada boa noite
2/21/2021,neutro,neutro,Fico resfriada c tosse  desligo ar condicionado
2/21/2021,neutro,neutro,Pessoas rinite outras alergias sofrem tempo covid crise tosse fungaÃÃo nariz uber homem ficou apavorado
2/21/2021,neutro,neutro,tosse seca sintoma inÃxadcio covid considerei refluxo ferraâ httpstco9gVQeiP090
2/21/2021,neutro,neutro,rinite atacou Hoje  acordei nariz entupido pouco tosse  olfato palâ httpstcoF3WctqBErf
2/21/2021,neutro,neutro,tosse parecendo quilo catarro pulmÃo httpstcoYKN8GaBYGb
2/21/2021,negativo,raiva,Ã‰  deitar comeÃa tosse maldita
2/21/2021,negativo,neutro,acordei sensaÃÃo alimento entalado garganta dor peito tosse sangue acho hoje morreu aparelho digestivo
2/21/2021,negativo,raiva,Ajunta innia miserÃvel tosse dor  n durmo d jeito nenhum q Ãdio
2/21/2021,negativo,neutro,Alice ta tosse chata
2/21/2021,neutro,neutro,ba tosse mo esquisita serÃ galera
2/21/2021,neutro,medo,benalet salva garganta acaba tosse to implorando NAO POSSO ficar doente
2/21/2021,negativo,tristeza,caralho  queria q tosse embora deus q perturbaÃÃo
2/21/2021,neutro,neutro,nada tosse seca ainda bem teste corona segunda fazer Ã bom  faÃo fico paranÃia
2/21/2021,negativo,tristeza,garganta Deus  doer junta tosse cachorro mo AFF  ninguÃm merece U0001f97aU0001f97aU0001f97aU0001f97a
2/21/2021,neutro,neutro,primo aglomerar carnaval daÃxad  precisar ir embora terÃa postinho dizer taâ httpstcokjqvk5usAk
2/21/2021,neutro,neutro, noÃao Ã dor sinto Ã exatamente aqui so nao tosse seca httpstcol3yIj1pUuy
2/21/2021,neutro,surpresa,Eh difÃxadcil ver povo ruim todos sintomas covid  ser covid ser  âuma gripe forteâx9d diarreia coâ httpstcormoivvrn5b
2/21/2021,positivo,felicidade,noite Bernardo  quer tosse dormiu super tranquilonGraÃas Deus
2/21/2021,negativo,tristeza,tosse ta atrapalhando soninho «
2/21/2021,negativo,tristeza,tosse  acabando cmg to sentindo sendo afogada ventilador tava parado nd comeÃouâ httpstcoEheOBp7aGj
2/21/2021,negativo,medo,tosse  assustando medo dar piripaque
2/21/2021,negativo,raiva,tosse caralhooo q Ãdio  aguento
2/21/2021,neutro,surpresa, achando bizarrroooo monte conhecido amigas a familiares ZUADOS todos sintomas covid  httpstcoBEn5Ov4nE3
2/21/2021,neutro,neutro,irmÃo  tosse cachorro desgraÃada coitado ficou doente conta mim
2/21/2021,neutro,felicidade,prima falando  Ã coronÃria enquanto tosse kkkk
2/21/2021,neutro,neutro,tosse piorou chuva tomei aÃxad to cochilando comeÃo tossir  vou ser obrigada tomar xarope
2/21/2021,neutro,neutro,morri tosse passo bem
2/21/2021,negativo,neutro,Namoral mano peguei covid n  sofrendo falta ar sintomas q  sentindo o PORRAnnMeus olhohttpstcozZDSwaB7J7
2/21/2021,negativo,neutro,Nariz entupido nTosse catarro nEspirro cada 10 segundos nOi gripe  gosto vocÃ  viu linda âx8f¼
2/21/2021,neutro,neutro,Nariz entupido muita tosse conseguir dormir
2/21/2021,negativo,neutro,ruim ficar gripada Ã tosse cachorro fumante chega queima pulmÃµes
2/21/2021,negativo,raiva,ODIO PQ COMEÃO TER CRISE TOSSE NADA
2/21/2021,negativo,raiva,tosse insuporvel difÃxadcil dormir assim
2/21/2021,neutro,tristeza,sempre horas q tosse ataca incrÃxadvel
2/21/2021,neutro,neutro,So queria xarope tosse passar
2/21/2021,neutro,neutro, sinfonia tosse aqui casa
2/21/2021,negativo,raiva, aqui filho colo porque tosse chata  deixa dormir ”
2/21/2021,neutro,neutro, ardendo febre gripe tosse capetadevo preocupar
2/21/2021,negativo,raiva, tosse chata crl
2/21/2021,negativo,neutro,to tosse resfriado  ’
2/21/2021,negativo,neutro,Tosse Ã coisa o chata
2/21/2021,negativo,raiva,Tosse chata porra „’
2/21/2021,negativo,raiva,tosse chata krl
2/21/2021,negativo,raiva,tosse custa crln consigo dormir
2/22/2021,positivo,neutro,Achei tava febre daÃxad abri app tempo  mÃdia 22 graus Menos mal
2/22/2021,neutro,neutro,aÃxad vamo medir temperatura  vai deixar pessoa febre entrar estacionamento nnBraÃo cabâ httpstcoO0FfnErDfa
2/22/2021,negativo,raiva,dormi chorando acordei raiva to febre raiva
2/22/2021,neutro,tristeza, queria emocional  atingisse corpo acabasse vontade comer sabe Seriaâ httpstcoxmVTElxbr8
2/22/2021,neutro,raiva,porra braÃo  dando febre
2/22/2021,positivo,neutro,Mano incrÃxadvel vez acordei nSonhando mÃe pedindo olha heitor olhei tremenâ httpstcof2K5X6gAvG
2/22/2021,neutro,neutro,1 sintoma febre covid fiquei internada cuida  demore curaâ httpstcodnwV91M7Cf
2/22/2021,neutro,tristeza, chorando a agora  391 febre U0001f97a sei q fazer mandei fica calma
2/22/2021,neutro,neutro,To dor corpo parece apanhei rock Balboa vavelmente febre pq  Ã posxadvâ httpstcoU1XTibAWVN
2/22/2021,neutro,neutro,vc es febre  espera piorar vc tomar remÃdio outra coisa vai  piore
2/22/2021,neutro,tristeza, mal garganta c febre mb sofro
2/22/2021,neutro,neutro,ai amg mnh vÃ desistiu pq tentou dar dnv vomitou falou q n  febre pode dormirâ httpstcoG7cLmT5cEC
2/22/2021,neutro,neutro,febre venho ’
2/22/2021,neutro,neutro,madrugada toda febre vou ter esperar amor acordar ir p hospital
2/22/2021,neutro,raiva,porra febre dnv
2/22/2021,neutro,neutro,Acho febre corpo  quente  morrendo frio  cheia dor  x8fu200¸u200¸x8f
2/22/2021,neutro,neutro,Acho hj noite febre acordei dor garganta
2/22/2021,neutro,neutro,Acordei 5 manhÃ vomitando esmago febre dor  vai levar  hospital
2/22/2021,neutro,neutro,acordei  c febre garganta n passa Ãgua porra
2/22/2021,neutro,neutro,Acordei cheia febre
2/22/2021,negativo,raiva,acordei bastante febre q   acreditando pqp
2/22/2021,neutro,neutro,acordei febre alta
2/22/2021,neutro,neutro,Bom dia febre dor corpo
2/22/2021,neutro,neutro,Bom dia febre
2/22/2021,neutro,neutro,Bom dia dormiu 1 hr manhÃ acordou 5 bb febre
2/22/2021,neutro,neutro,bom dia ta febre kk
2/22/2021,negativo,neutro,Bom dia  ir  trampo 0530 ta cm febre dor garganta dor corpo
2/22/2021,neutro,neutro,cheguei quase 41 febre Madrugada n dormi
2/22/2021,neutro,surpresa,cheguei escola tava 339 febre
2/22/2021,neutro,tristeza,doi sair deixar bebÃ febre xad
2/22/2021,negativo,tristeza,novo febre  aguento   insistir a amanhÃ noite vou PA
2/22/2021,negativo,tristeza,passar noite dor garganta febre ainda acordo  consigo toma Ãgua beleza
2/22/2021,positivo,felicidade,desse lovizinho gostoso febre a embora
2/22/2021,neutro,tristeza,nada 430 manhÃ acordo morrendo dor corpo febre U0001f97a
2/22/2021,neutro,neutro,vamos queimando febre
2/22/2021,neutro,neutro,enquanto tava morrendo febre fiquei vontade tomar coquinha gelada comer salada fruta bastante laranja hmmmm
2/22/2021,negativo,raiva,febre caralho
2/22/2021,negativo,raiva,fico puto  termÃmetro medir febre
2/22/2021,neutro,neutro, consigo medir febre
2/22/2021,negativo,raiva,odeio ter febre intestino  ter nenhum sintoma ai  ficar 100 boa boca fica umaâ httpstcooDr5OrgsaU
2/22/2021,negativo,medo,vou pirar filho  queimando febre xadxadxadxadxad
2/22/2021,negativo,raiva,febre noite td dor  estralando p acorda p ir trampa ouvir graca cedo vai toma cu
2/22/2021,negativo,raiva,febre filha putaaaaaaaaaaaaaaaaaa
2/22/2021,neutro,neutro,fuicheia febre ·
2/22/2021,neutro,neutro,ihuuuu acordei queimando febre x8dx8dx8dx8dx8d
2/22/2021,negativo,tristeza, acordo corpo parecendo q passou caminhÃo febre acompanha ’ nBom dia 
2/22/2021,negativo,tristeza,Lohan 1 3 meses primeira vez vi nenÃm febre cabisbaixo   pedaÃos
2/22/2021,neutro,neutro,MÃdicos decidiram internÃlo apÃs febre sintomas gripe mulher filho testaram 1 Covi httpstcozHcpZBaQsX
2/22/2021,neutro,surpresa,mds fiquei meses botar pe casa cheguei escola mlk apontando coisa febre  braco qâ httpstcosGgIsqLoSR
2/22/2021,neutro,tristeza,febre madrugada  parar   n queria ficar desse jeito U0001f97a
2/22/2021,neutro,felicidade,pai falando febre queimou neurÃnios  pq errei portuguÃs ’ hora dessas escreve certo auge sono kkkk
2/22/2021,neutro,neutro,mÃe âfilha vocÃ ta febreâx9dneu âmÃe  tempo ficar febre agora  tarde penso nissoâx9d
2/22/2021,neutro,tristeza, dormi nada noite to ardendo febre liga nÃ
2/22/2021,negativo,neutro, jeito Ã  ficar chatiada coisinha  corpo sentir Acordei febre super alta câ httpstcopUeWSaGoIm
2/22/2021,neutro,neutro,passei dia inteiro dormindonrio dia INTEIRO nfui dormir sete manhÃ acordei 17h queimando febreâ httpstcoj4cebipu0I
2/22/2021,negativo,neutro,passei madrugada toda febre dor agora q trabalhar coisa boa
2/22/2021,neutro,neutro,Passei mt mal noite ainda acordada febre
2/22/2021,neutro,neutro,causa garganta  comeÃando  febre «
2/22/2021,neutro,raiva,saco  suando vei devia  febre
2/22/2021,neutro,neutro,Resfriadissima febre nQue delÃxadcia
2/22/2021,neutro,neutro,sabia alguma coisa errada dormi agora to febre U0001f975
2/22/2021,negativo,tristeza, c mta febre cr q vontade chorar pq odeio ficar doente
2/22/2021,neutro,neutro, febre ”
2/22/2021,negativo,neutro,  denimoainda febre
2/22/2021,negativo,raiva, zuado passei folga inteira cima cama queimando febrenn comi ND dia todo tambÃmnnq Ãdio Man slc
2/22/2021,neutro,neutro,lÃbios todos rebentados causa febre
2/22/2021,negativo,raiva,To cheio febre dor merda
2/22/2021,neutro,neutro,to febre desde ontem nao passaa
2/22/2021,neutro,tristeza,amiga 26 anos VINTE SEIS  mal Covid falta ar febre 40Â dor corpo todo U0001f97a  deâ httpstco32OD8j9RDK
2/22/2021,negativo,neutro,hora febre comeÃar semana Ãtima nÃ x8fu200¸x8f
2/22/2021,neutro,tristeza,vei mnh irmÃ acordou tomar remÃdio pq ta febre ta vomitando remÃdio
2/22/2021,neutro,neutro, acompanho BBB twitter vi galera falando desde Arthur voltou hospital eâ httpstco5JnNmdWNxZ
2/22/2021,neutro,neutro,arthur pedir remÃdio tosse camilla lucas tava tosse seca aÃxad pessoal tt tavâ httpstcoWsDnC5UFMp
2/22/2021,neutro,neutro,tava pensando nisso pq galera tosse dor garganta
2/22/2021,neutro,neutro,tosse Camila ser verificadaâx9d—âx9d—âx9d—âx9d—âx9d—âx9d—âx9d—âx9d—âx9d—âx9d—âx9d—âx9d—âx9d—âx9d—âx9d—âx9d—âx9d—âx9d—âx9d—
2/22/2021,neutro,neutro,Acho sido fÃcil ter pego Arthur voltou algum objeto maâ httpstcoJcuKmmpywD
2/22/2021,neutro,neutro,estranho tosse Camila ForaCarolConka BBB21 RedeBBB bbb21
2/22/2021,neutro,neutro,tosse Camila  dando nervoso
2/22/2021,neutro,neutro,tosse seca camilla  preocupando tanto
2/22/2021,neutro,neutro,AlguÃm remÃdio tosse camilla pfv  aguento BBB21 ForaKarol
2/22/2021,neutro,neutro,AlguÃm  remÃdio tosse Camila bbb21 BBB21
2/22/2021,neutro,neutro,Arthur saiu casa ser atendido conta ombro deslocadonnHoje pediu duÃÃo remÃdio  httpstcoX4WVXWyaLc
2/22/2021,neutro,neutro,Camila continua tossindonTosse seca casa ser testadanAtenÃÃo bbb21 BBB2021â httpstcoOamd2g8gqW
2/22/2021,neutro,neutro,camilla ir atendimento mÃdico ver tosse
2/22/2021,negativo,raiva,caralho mano vizinho n manca TODO dia cedo fica corredor tosse fudida coloca mÃscarax8fu200¸x8f
2/22/2021,neutro,neutro,tosse Camilla fiquei pensando deveriam fazer teste Covid cada 15 dias participantes nÃâ httpstco047gmN42XV
2/22/2021,neutro,neutro,tosse Camila  curar ver oq Ã  acho q Ã covid bbb21
2/22/2021,neutro,neutro,tosse camila coitada BBB21
2/22/2021,neutro,neutro,preocupada tosse Camila Espero nada demais saÃxadda participante casa Ãâ httpstco17MBg32YsN
2/22/2021,neutro,neutro,to preocupada tosse Camilla BBB21
2/22/2021,neutro,neutro,Gente tosse Camila LucasnnBBB21 BBB camiladelucas boninho camiladeluccas
2/22/2021,neutro,neutro,misericÃrdia tosse camilla
2/22/2021,neutro,neutro,tosse Ã camilla BBB21
2/22/2021,neutro,neutro,Nada noite branco causa espÃxadritos ratos tosse bÃsica Daniel
2/22/2021,neutro,neutro,Rapaz Camila tosse nao engano outra pessoa casa tambem tossindo tempos estamoâ httpstcoBdbjqszsyN
2/22/2021,neutro,neutro,  preocupada tosse Camila
2/22/2021,neutro,neutro,duÃÃo  estaria preocupada tosse Camila bbb21
2/22/2021,neutro,neutro, preocupada tosse camilla  bom pedir atendimento mÃdico  tossindo direto
2/22/2021,neutro,neutro, tossindo assim antes saÃxadda parece tosse alÃrgica
2/22/2021,neutro,neutro,Parece tosse alÃrgica intensifica ambiente c ar condicionado principalmente onde hÃ carpetehttpstcoPzVo3qaKaN
2/22/2021,neutro,neutro,Tosse alÃrgica
2/22/2021,neutro,neutro,QuÃ nervoso tosse Camila ninguem vai fazer nada gshowglobocomrealitiesbbbbbb21votacaoparedaobbâ httpstcoxMqAn93Ezl
2/22/2021,neutro,tristeza,vou levar amor p emergÃncia hoje  gripado asma passou noite toda cansaÃo nariz super enâ httpstco2tyvydB7OQ
2/22/2021,neutro,neutro,  tosse  n tomando mel romÃ melhorar
2/22/2021,neutro,neutro, estranha sim tosse
2/22/2021,neutro,neutro,Pois Ã es tossindo muiton pediu remÃdio tosse seca hÃ alg dias
2/22/2021,neutro,neutro,Ã tosse alÃrgica Ã corona ”ˆrsrsrs
2/22/2021,neutro,neutro,Vai passar garganta curando tosse 
2/22/2021,neutro,felicidade,VocÃ  tosse dopada coma hahahaha
2/22/2021,neutro,neutro,Bom dia  ficou madrugada toda acordando conta afilhada reclamando tosse agora es c dor  surrealn
2/22/2021,negativo,neutro,caralho tosse chata
2/22/2021,neutro,neutro,tosse continua
2/22/2021,neutro,felicidade,horas comeÃa dar crise tosse dentro trem kkkkk povo jaja vai linchar daqui kkkk
2/22/2021,neutro,raiva,ataco tosse  consegui dormir direito desgraÃa
2/22/2021,neutro,neutro,pai veio perguntar agora manhÃ to fumandonpq disse tossi noite toda tosse horrÃxa httpstcomsCbFgkhJm
2/22/2021,negativo,tristeza, aguento tanta tosse falta ar
2/22/2021,neutro,neutro, hora dormir tosse ’x8fu200¸x8f
2/22/2021,neutro,neutro, tosse cachorro fudida kkk
